Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
34, 3, 6, 61984, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1089)  ('type_1'  'type_1')  ('type_1'  1089)  (169  170)  (170  169)  (170  432)  (432  170)  (432  1089)  (1089  432)]
0, 2, 4, 61977, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
30, 1, 1, 61989, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  302)  ('type_1'  'type_1')  ('type_1'  302)  (301  302)]
0, 6, 12, 61946, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
34, 1, 3, 61903, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1089)  ('type_1'  'type_1')  ('type_1'  1089)  (169  170)  (170  169)  (170  432)  (432  170)  (432  1089)  (1089  432)]
0, 2, 2, 61892, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 6, 13, 61744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 1, 2, 61746, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 4, 8, 61629, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 1, 0, 61627, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 4, 8, 61510, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 1, 2, 61512, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 61491, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 7, 14, 61439, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 2, 4, 61386, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 3, 6, 61370, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 61349, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 6, 12, 61306, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
34, 1, 2, 61260, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1089)  ('type_1'  'type_1')  ('type_1'  1089)  (169  170)  (170  169)  (170  432)  (432  170)  (432  1089)  (1089  432)]
11, 1, 2, 61239, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 2, 4, 61232, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 61211, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 17, 34, 61069, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 2, 4, 61016, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 5, 8, 60978, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 60957, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 7, 14, 60905, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
34, 1, 2, 60859, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1089)  ('type_1'  'type_1')  ('type_1'  1089)  (169  170)  (170  169)  (170  432)  (432  170)  (432  1089)  (1089  432)]
0, 55, 106, 60367, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 60346, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 1, 2, 60348, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 60327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 41, 82, 59969, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 59948, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 12, 24, 59851, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 59830, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 1, 2, 59832, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 2, 4, 59779, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 20, 40, 59610, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
135, 1, 0, 59550, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  64)  ('type_0'  673)  ('type_1'  'type_1')  ('type_1'  64)  ('type_1'  673)  (64  442)  (64  929)  (442  64)  (442  673)  (929  64)  (929  673)  (673  442)  (673  929)]
27, 1, 0, 59548, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (1543  1544)  (1544  1543)]
0, 12, 24, 59451, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
34, 1, 2, 59405, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1089)  ('type_1'  'type_1')  ('type_1'  1089)  (169  170)  (170  169)  (170  432)  (432  170)  (432  1089)  (1089  432)]
11, 1, 2, 59384, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 72, 138, 58735, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 0, 58666, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 10, 18, 58583, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 2, 58538, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 33, 117, 58354, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 4, 58339, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 12, 44, 58282, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
11, 1, 2, 58261, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  426)  ('type_1'  'type_1')  ('type_1'  426)  (425  426)  (425  647)  (426  425)  (647  425)]
0, 108, 320, 57508, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 4, 57445, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 133, 702, 57131, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 8, 57032, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 70, 600, 57333, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 12, 56958, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 18, 190, 57115, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 12, 56812, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 3, 28, 56840, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 12, 56609, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 1, 10, 56627, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 3, 30, 56110, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 1, 6, 56120, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
148, 3, 16, 55454, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  658)  ('type_0'  309)  ('type_0'  470)  ('type_1'  'type_1')  ('type_1'  658)  ('type_1'  309)  ('type_1'  470)  (77  309)  (77  470)  (77  658)  (309  77)  (470  77)  (658  77)]
128, 1, 0, 55379, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
0, 1, 0, 55377, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1421)  ('type_1'  'type_1')  ('type_1'  1421)  (1421  1422)  (1422  1421)]
128, 1, 0, 55326, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  105)  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  105)  ('type_1'  999)  (105  1302)  (1302  105)  (1302  999)  (999  1302)]
27, 1, 0, 55324, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (1543  1544)  (1544  1543)]
Basic edge list: 75767 bits
Final compression: 55324 bits (73.01859648659706 percent)
Best compression: 55324 bits (73.01859648659706 percent) occurred with 1659 of 1706 nodes compressed (97.24501758499414 percent)
