Percent of connections that are bidirected: 0.3944938440492476
rule_id, collapses, edges_approx, total_cost, rule_details
38, 8, 24, 228920, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 5, 15, 228956, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 5, 14, 228930, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 6, 23, 228981, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
0, 2, 7, 229004, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
38, 2, 6, 229025, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
0, 2, 8, 229050, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
24, 4, 16, 229089, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 3, 12, 229085, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 3, 12, 229117, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
0, 4, 16, 229156, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
38, 1, 3, 229172, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 6, 24, 229225, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
0, 1, 4, 229243, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
54, 2, 8, 229244, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
38, 7, 27, 229302, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 4, 16, 229341, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
97, 1, 4, 229347, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1179)  ('type_1'  'type_1')  (1178  1179)  (1179  1178)]
38, 1, 4, 229365, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
37, 3, 12, 229361, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 2, 10, 229390, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 1, 4, 229396, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 4, 20, 229443, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 1, 5, 229463, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 2, 10, 229492, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 6, 30, 229557, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 5, 229577, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 3, 12, 229609, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
0, 2, 10, 229638, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
24, 2, 10, 229667, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
0, 1, 5, 229687, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
24, 2, 10, 229716, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 1, 5, 229736, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
37, 1, 5, 229744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 1, 4, 229762, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
37, 5, 25, 229758, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 10, 50, 229859, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
54, 1, 5, 229867, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
63, 1, 5, 229839, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  587)  ('type_0'  1143)  ('type_1'  'type_1')  ('type_1'  587)  (1143  587)]
38, 1, 4, 229857, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
0, 5, 29, 229921, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
24, 2, 11, 229952, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 2, 10, 229957, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 1, 6, 229979, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 11, 63, 230105, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
37, 1, 5, 230113, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
0, 3, 18, 230157, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
37, 3, 18, 230165, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
59, 1, 4, 230203, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  812)  ('type_1'  'type_1')  ('type_1'  765)  (765  812)]
37, 2, 12, 230212, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
54, 1, 6, 230222, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
38, 2, 12, 230255, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 6, 230277, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
59, 1, 6, 230299, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  812)  ('type_1'  'type_1')  ('type_1'  765)  (765  812)]
24, 1, 7, 230323, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 3, 18, 230331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 4, 26, 230390, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 2, 14, 230427, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
70, 2, 15, 229746, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  352)  ('type_0'  84)  ('type_1'  'type_1')  ('type_1'  352)  (84  352)  (352  84)]
24, 1, 7, 229770, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 2, 14, 229807, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
59, 2, 15, 229846, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  812)  ('type_1'  'type_1')  ('type_1'  765)  (765  812)]
24, 3, 24, 229902, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 4, 28, 229917, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 5, 35, 229993, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 8, 230019, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 3, 24, 230075, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 8, 230101, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 7, 56, 230217, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
54, 1, 8, 230231, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
24, 5, 45, 230327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 2, 16, 230368, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
0, 2, 18, 230413, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
38, 1, 8, 230439, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
37, 3, 25, 230461, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 2, 18, 230506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 17, 149, 230798, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
54, 1, 9, 230814, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
37, 4, 36, 230845, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 1, 9, 230873, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 5, 49, 230977, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
0, 3, 30, 231045, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
37, 3, 30, 231077, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 1, 10, 231107, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 3, 30, 231175, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
59, 1, 10, 231205, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  812)  ('type_1'  'type_1')  ('type_1'  765)  (765  812)]
38, 1, 10, 231235, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 11, 231267, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 2, 22, 231296, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
0, 1, 11, 231328, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
38, 4, 40, 231415, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 11, 231447, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 3, 33, 231485, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 2, 17, 231528, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
37, 3, 33, 231566, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
24, 3, 36, 231646, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
54, 1, 12, 231668, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
38, 8, 93, 231857, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
59, 1, 12, 231891, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  812)  ('type_1'  'type_1')  ('type_1'  765)  (765  812)]
37, 2, 22, 231920, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 2, 23, 231975, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
59, 1, 11, 232007, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  812)  ('type_1'  'type_1')  ('type_1'  765)  (765  812)]
37, 1, 12, 232029, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
66, 1, 11, 232045, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  94)  ('type_1'  'type_1')  ('type_1'  11)  ('type_1'  94)  (11  94)  (94  11)]
38, 1, 11, 232077, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 13, 232113, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
0, 2, 26, 232174, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
24, 3, 39, 232260, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
0, 1, 13, 232296, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  768)]
54, 2, 24, 232329, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  65)  ('type_1'  'type_1')  ('type_1'  58)  (58  65)  (65  58)]
24, 2, 26, 232390, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
37, 1, 12, 232412, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (539  775)  (775  539)]
38, 2, 25, 232471, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
24, 1, 14, 232509, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  539)  ('type_1'  'type_1')  ('type_1'  539)  (1018  539)]
38, 1, 13, 232545, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  660)  ('type_1'  'type_1')  ('type_1'  539)  (660  539)]
