Percent of connections that are bidirected: 0.005466416966138584
rule_id, collapses, edges_approx, total_cost, rule_details
42, 13, 0, 701948, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  8541)  ('type_1'  'type_1')  ('type_1'  8394)  ('type_1'  8396)  (8541  8394)  (8541  8396)]
69, 2, 0, 701806, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  11177)  ('type_1'  'type_1')  ('type_1'  11184)  ('type_1'  11177)  ('type_1'  11179)  ('type_1'  11183)  (11177  11179)  (11177  11183)  (11177  11184)]
26, 12, 0, 701439, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1012)  ('type_1'  'type_1')  ('type_1'  1012)  ('type_1'  1020)  (1012  1007)  (1012  1020)]
8, 9, 0, 701333, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1280)  ('type_1'  'type_1')  ('type_1'  1280)  (9699  328)  (9699  1280)]
210, 9, 0, 701227, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  9294)  (4951  9294)  (4951  9295)]
44, 6, 0, 701172, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  9062)  ('type_1'  'type_1')  (9062  9064)  (9062  9065)]
11, 207, 0, 701002, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1282, 924, 701605, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 568, 526, 702103, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
132, 38, 0, 702102, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (12119  12120)]
0, 41, 12, 702122, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
332, 4, 0, 702101, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (9917  9918)  (9917  9919)]
168, 9, 0, 702129, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  4302)  (4302  4303)]
35, 9, 0, 701722, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  4307)  ('type_1'  'type_1')  ('type_1'  4307)  ('type_1'  5982)  (4307  5982)]
119, 7, 0, 701752, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  433)  (432  433)]
43, 6, 0, 701783, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  9062)  ('type_1'  'type_1')  (9062  9064)]
25, 2, 0, 701795, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 26, 25, 701833, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 3, 3, 701850, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
0, 2, 2, 701866, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
35, 28, 27, 701036, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  4307)  ('type_1'  'type_1')  ('type_1'  4307)  ('type_1'  5982)  (4307  5982)]
11, 10, 10, 701060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
68, 2, 0, 701095, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  8440)  ('type_1'  'type_1')  (8473  8440)]
11, 4, 3, 701111, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
0, 6, 6, 701131, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
11, 7, 7, 701152, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 7, 6, 701171, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
0, 6, 6, 701191, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
82, 3, 2, 701184, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6343)  ('type_1'  'type_1')  ('type_1'  6343)  (6343  6554)  (6554  6343)]
55, 5, 5, 701226, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1919)  ('type_1'  'type_1')  ('type_1'  4428)  (4428  1919)]
11, 1, 1, 701241, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 18, 34, 701305, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
42, 1, 2, 701278, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  8541)  ('type_1'  'type_1')  ('type_1'  8394)  ('type_1'  8396)  (8541  8394)  (8541  8396)]
11, 1, 2, 701295, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 46, 92, 701447, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 701464, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 3, 6, 701487, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 701504, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1, 2, 701521, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 701538, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 4, 701558, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 701575, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 3, 6, 701598, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 701618, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 9, 18, 701659, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 3, 6, 701682, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 6, 12, 701714, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 701731, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1, 2, 701748, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 701768, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 4, 701788, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 701808, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 6, 12, 701840, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 701857, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 6, 12, 701889, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 701909, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 22, 44, 701989, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 10, 20, 702033, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 4, 8, 702059, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 702079, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 7, 14, 702114, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 7, 14, 702149, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 11, 22, 702196, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
0, 1, 1, 702211, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
25, 10, 20, 702255, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 8, 16, 702293, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 5, 10, 702322, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 6, 12, 702354, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 10, 20, 702398, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 7, 14, 702433, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 11, 22, 702480, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
17, 2, 2, 702459, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_0'  4890)  ('type_1'  'type_1')  ('type_1'  328)  (4890  328)]
25, 3, 6, 702482, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
106, 2, 2, 702491, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  342)  ('type_1'  'type_1')  ('type_1'  342)  ('type_1'  335)  (335  342)]
42, 1, 2, 702449, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  8541)  ('type_1'  'type_1')  ('type_1'  8394)  ('type_1'  8396)  (8541  8394)  (8541  8396)]
11, 1, 1, 702464, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 5, 10, 702493, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 702510, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 4, 702530, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 702547, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 11, 22, 702594, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 11, 22, 702641, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 11, 22, 702688, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 4, 8, 702714, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1, 2, 702731, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 3, 6, 702754, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 8, 16, 702792, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 6, 12, 702824, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 9, 18, 702865, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 3, 6, 702888, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 4, 702908, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 702925, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 7, 14, 702960, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 3, 6, 702983, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 4, 703003, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 4, 8, 703029, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 8, 16, 703067, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 703087, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 6, 12, 703119, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 703136, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 13, 26, 703189, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 5, 10, 703218, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 17, 34, 703283, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 7, 14, 703318, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
0, 1, 1, 703333, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
25, 5, 10, 703362, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 4, 8, 703388, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
55, 1, 1, 703403, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1919)  ('type_1'  'type_1')  ('type_1'  4428)  (4428  1919)]
11, 2, 3, 703421, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 4, 8, 703447, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 7, 14, 703482, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 10, 20, 703526, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 4, 8, 703552, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 17, 34, 703617, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 3, 6, 703640, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1, 2, 703657, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 3, 6, 703680, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
35, 1, 1, 703650, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  4307)  ('type_1'  'type_1')  ('type_1'  4307)  ('type_1'  5982)  (4307  5982)]
25, 18, 35, 703716, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 6, 12, 703748, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 13, 26, 703801, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 29, 58, 703902, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 23, 46, 703985, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 12, 24, 704035, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 23, 46, 704118, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 704135, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 4, 8, 704161, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 5, 10, 704190, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 7, 14, 704225, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 16, 32, 704287, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 6, 11, 704317, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 6, 12, 704349, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 10, 20, 704393, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 4, 8, 704419, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
35, 7, 13, 704122, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  4307)  ('type_1'  'type_1')  ('type_1'  4307)  ('type_1'  5982)  (4307  5982)]
11, 1, 1, 704137, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 4, 8, 704163, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 7, 14, 704198, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 30, 60, 704302, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 704322, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 13, 26, 704375, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 704395, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 7, 14, 704430, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 5, 10, 704459, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 4, 704479, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 2, 4, 704499, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 2, 3, 704517, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 704534, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1, 2, 704551, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 1, 2, 704568, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 1, 2, 704585, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 9, 18, 704626, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 3, 6, 704649, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
11, 34, 68, 704765, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  329)  (328  329)]
25, 12, 24, 704815, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3073)  ('type_1'  'type_1')  ('type_1'  3073)  (3073  1007)]
0, 2, 4, 704835, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (9699  328)]
